8009	O sageata care va ofera o sursa inepuizabila de utilizari.
72025	Creste sansa unei lovituri pãtrunzãtoare cu 10% timp de 10 minute.	
72026	Creste sansa unei lovituri pãtrunzãtoare cu 10% timp de 10 minute.	
72027	Creste sansa unei lovituri pãtrunzãtoare cu 10% timp de 10 minute.	
72028	Timp de 7 zile poþi da frau liber sentimentelor tale.	
72029	Timp de 15 zile poþi da frau liber sentimentelor tale.	
72030	Timp de 30 de zile poþi da frau liber sentimentelor tale.	
72031	Mareºte valoarea atacului cu 15% pentru 30 de minute.	
72032	Mareste valoarea atacului cu 15% pentru 30 de minute.	
72033	Mareste valoarea atacului cu 15% pentru 10 de minute.	
72034	Scade paguba pe care o suferi in lupta de apãrare cu 20% pentru 10 de minute .	
72035	Scade paguba pe care o suferi in lupta de apãrare cu 12-15%.	
72036	Scade paguba pe care o suferi in lupta de apãrare cu 12-15%.	
72037	Iti creste timp de 30 de minute punctele de viaþã maxime cu 20%.	
72038	Iti creste timp de 10 de minute punctele de viaþã maxime cu 20%.	
72039	Iti creste timp de 30 de minute punctele de viaþã maxime cu 20%.	
72040	Mareste punctele de vraja cu 20% pentru 10 minute.	
72041	Mareste punctele de vraja cu 20% pentru 10 minute.	
72042	Mareste punctele de vraja cu 20% pentru 10 minute.	
72043	"Atata timp cat ea se aflã in posesia comandantului unei grupe, toþi membrii ei adunã cu 30% mai multe puncte de experienþã."	
72044	"Atata timp cat ea se aflã in posesia comandantului unei grupe, toþi membrii ei adunã cu 30% mai multe puncte de experienþã."	
72045	"Atata timp cat ea se aflã in posesia comandantului unei grupe, toþi membrii ei adunã cu 30% mai multe puncte de experienþã."	
72046	Creste sansa unei lovituri critice cu 10% timp de 10 minute.	
72047	Creste sansa unei lovituri critice cu 10% timp de 10 minute.	
72048	Creste sansa unei lovituri critice cu 20% timp de 10 minute.	
72051	Sumoneazã o Vrãjitoare Rea de Gheaþã langã caracterul tãu. Ai grijã! Este un monstru ºef!	
72052	Sumoneazã Generalul Yonghan langã caracterul tãu. Ai grijã! Este un monstru ºef!	
72053	Apasã pe contract pentru a reseta toate abilitãþile breslei.	
72054	Amuleta protectivã iþi oferã | +30% daune fizice ºi magice | +20 vitezã de atac | +20 viteza farmecului | +10% rezistenþã la Semi-Oameni | +10 rezistenþã la abilitãþi	
72058	Conþine o Piatra a Spiritului aleatorie.	
72059	"Atata timp cat liderul unui grup este echipat cu aceastã carte, toþi membrii grupului primesc cu 100% mai multe puncte de experienþã timp de 2 ore."	
72060	"Atata timp cat liderul unui grup este echipat cu aceastã carte, toþi membrii grupului primesc cu 100% mai multe puncte de experienþã timp de 3 ore."	
72061	Te protejeazã la viitoarea reinviere de a-þi pierde punctele de experienþã. Are o duratã de 3 ore.	
72062	Creºte colectarea experienþei cu 200% pentru 3 ore.	
72063	Rar si primejdios, acest fragment este cheia catre Piatra Chaos Maestru (Lv. 75). Aduna 10 Cristale ale Intunericului pentru a invoca cele mai teribile forte, rezervate razboinicilor ajunsi la nivelul 75 sau mai sus.	
72064	Mareste ºansa de a adãuga un bonus cu panã la 5%. Cerinþe pentru creºtere maximã: | 5x Aditiv Mic | 10x Marcasite	
72065	Mareste ºansa de a adãuga un bonus cu panã la 10%. Cerinþe pentru creºtere maximã: | 5x Aditiv Mic | 10x Marcasite	
72066	Mareste ºansa de a adãuga un bonus cu panã la 20%. Cerinþe pentru creºtere maximã: | 5x Aditiv Mare | 10x Marcasite	
72067	Mareste ºansa de a adãuga un bonus cu panã la 50%. Cerinþe pentru creºtere maximã: | 5x Aditiv Puternic | 10x Marcasite	
72068	Reseteazã Voinþa Sung Ma (STR) ºi returneazã punctele alocate.	
72069	Reseteazã Voinþa Sung Ma (VIT) ºi returneazã punctele alocate.	
72070	Reseteazã Voinþa Sung Ma (RES) ºi returneazã punctele alocate.	
72071	Reseteazã Voinþa Sung Ma (INT) ºi returneazã punctele alocate.	
72301	"Reduce riscul distrugerii unui obiect dacã imbunãtãþirea eºueazã. in cazul eºuãrii, calitatea obiectului va fi scãzutã doar cu 1 punct."	
72302	"Atata timp cat comandantul unei grupe este echipat cu aceastã carte, toþi membrii grupei adunã timp de trei ore cu 30% mai multe puncte de Experienþã."	
72303	Mareºte colectarea punctelor de experienþã cu 50% pentru o ora.	
72304	Aceastã legendarã marmurã adaugã un al cincilea atribut obiectelor ce au deja patru atribute. Adãugarea acestora poate eºua de asemenea.	
72305	Oglinda Invizibilitãþii	
72306	O notã de la fierar in care iþi aratã cum sã imbunãtãþeºti o armã.	
72307	Nota inþeleptului	
72308	Cand combini la fierar acest minereu cu un Pergament Binecuvantat poþi crea Pergamentul Rãzboiului.	
72309	"Cartea este umplutã cu sufletul unui bãtran fierar. Dacã este folositã, ea poate Creste sansa de a imbunãtãþi obiecte."	
72310	Va desface blestemul spiritelor rele dacã invãþatul nu are succes. Cu ajutorul acestui pergament poþi sã citeºti un alt document de abilitate in aceeaºi zi.	
72311	Binecuvantare prin care PV si PM sunt recuperate imediat 100%.	
72312	Mareºte valoarea atacului cu 20% pentru 30 de minute.	
72313	Scade daunele primite in timpul luptei cu 20% pentru 30 de minute.	
72314	"Reduce riscul distrugerii unui obiect dacã imbunãtãþirea eºueazã. in cazul eºuãrii, calitatea obiectului va fi scãzutã cu un nivel. Adiþional, ºansa succesului la imbunãtãþire va creºte cu 10%."	
72319	Foloseºte acest obiect pentru a-þi extinde inventarul. Poate fi negociat.	
72320	Foloseºte acest obiect pentru a-þi extinde inventarul. Nu se poate negocia.	
72321	Opreºte creºterea de puncte de experienþã cand se vaneazã monºtri.	
72322	Acest tichet iþi permite sã resetezi nivelul misiunii.	
72323	Acest tichet iþi permite sã modifici misiunea.	
72325	Inverseazã transformarea unui obiect.	
72326	Foloseºte acest tichet pentru a-þi schimba infãþiºarea echipamentului fãrã a cheltui Yang.	
72327	incarcã Animasfera cu 30 vieþi pentru accesarea Templului Zodiac. Obiectul se poate negocia.	
72328	Acest talisman norocos iþi oferã acces in Templul Zodiac timp de trei ore fãrã a consuma Animasfere.	
72329	incarcã Animasfera cu 30 vieþi pentru accesarea Templului Zodiac.	
72330		
72331		
72332		
72333		
72334		
72335		
72336		
72337		
72338		
72339	"Folosind asta oriune in Yohara, ar avea cu siguranþã consecinþe negative. Poate fi folosit de un caracter la Nivel Campion."	
72340	Foloseºte acest obiect pentru a avea acces la cutia poºtalã oriunde te-ai afla.	
72341	Foloseºte acest obiect pentru a-þi schimba infãþiºarea echipamentului fãrã a cheltui Yang. Acest obiect se poate negocia.	
72342	Poþi intra in Adãpostul lui Meley dacã arãþi gardianului Permisul de Trecere.	
72343	Reseteazã infãþiºarea mountului la forma iniþialã. Trage Token Transformare peste mountul cãruia doreºti sã-i resetezi infãþiºarea.	
72344	Poate fi folosit pentru schimbarea infãþiºãrii unui mount. Tokenul seteazã costul de transformare la 0.	
72346	Eliminã bonusurile unui obiect ºi adaugã altele noi. Se aplicã doar la bonusurile 6 ºi 7.	
72347	Reduce timpul de aºteptare cu 10% inainte de a putea preda incã un obiect de misiune celui care þi-a dat misiunea (ex. pentru misiuni biolog).	
72348	Reduce timpul de aºteptare cu 20% inainte de a putea preda incã un obiect de misiune celui care þi-a dat misiunea (ex. pentru misiuni biolog).	
72349	Reduce timpul de aºteptare cu 100% inainte de a putea preda incã un obiect de misiune celui care þi-a dat misiunea (ex. pentru misiuni biolog).	
72350	"Reseteazã misiunea ""Cercetarea lui Seon-Pyeong"" pentru nivelul 92 sau 94, astfel incat sã o poþi completa incã o datã. De asemenea, se aplicã pentru misiunile pe noul continent din Yohara."	
72351	Oferã o micã ºansã de a schimba un bonus de 6 sau 7.	
72352	iþi permite imediat sã echipezi mãnuºile.	
72353	Material folosit pentru imbunãtãþirea talismanelor de voinþã.	
72354	Face sã aparã un Filon de Beril.	
72355	Utilizarea acestuia iþi oferã un ajutor care iþi permite sã utilizezi magazinul premium personal.	
72356	Utilizarea acestuia iþi oferã un ajutor care iþi permite sã utilizezi magazinul premium personal.	
72701	"Atunci cand sunt purtati, papucii iti cresc viteza de miscare cu 30."	
72703	Valoarea atacului tau va fi mai mare cu 200 de puncte pentru 2 ore (timpul se scurge doar daca cerceii sunt purtati). Obiectul nu este de vanzare.	
72704	Valoarea de apãrare va fi mai mare cu 200 de puncte pentru 2 ore (timpul se scurge doar dacã obiectul este purtat). Obiectul nu se poate negocia.	
72705	Daunele cauzate de abilitãþile tale vor fi crescute cu 15 puncte pentru 2 ore (timpul se scurge doar dacã obiectul este purtat). Obiectul nu este de vanzare.	
72706	Apãrarea contra abilitãþilor va fi crescutã cu 15 puncte pentru 2 ore (timpul se scurge doar dacã obiectul este purtat). Obiectul nu este de vanzare.	
72709	Valoarea atacului tãu va creºte cu 200 de puncte pentru 20 ore (timpul se scurge doar dacã obiectul este echipat).	
72710	Valoarea apãrãrii tale va creºte cu 300 de puncte pentru 20 ore (timpul se scurge doar dacã obiectul este echipat).	
72711	Daunele cauzate de abilitãþile tale vor fi crescute cu 30 puncte pentru 20 ore (timpul se scurge doar dacã obiectul este purtat).	
72712	Apãrarea contra abilitãþilor va fi crescutã cu 30 puncte pentru 20 ore (timpul se scurge doar dacã obiectul este purtat).	
72723	"Umplerea automata a PV-ului. Contine 1,000,000 de PV."	
72724	"Umplerea automata a PV-ului. Contine 3,000,000 de PV."	
72725	"Umplerea automata a PV-ului. Contine 7,000,000 de PV."	
72726	"Conþine 10,000,000 PV. Umple automat PV ºi are un efect pozitiv adiþional la PV-ul maxim. Obiectul se poate negocia."	
72727	"Umplerea automata a PM-ului. Contine 100,000 de PM."	
72728	"Umplerea automata a PM-ului. Contine 300,000 de PM."	
72729	"Umplerea automata a PM-ului. Contine 700,000 de PM."	
72730	"Conþine 1,000,000 PM. Umple automat PM ºi are un efect pozitiv adiþional la PM-ul maxim. Obiectul se poate negocia."	
72734	"Dublu click pentru deschidere. Acum ai douã opþiuni: | 1. Apasã pe Acceptã Obiect pentru a primi obiectul vãzut. | 2. Foloseºte ªansã Obiect Nou pentru un alt obiect aleatoriu. | Poþi avea panã la 15 incercãri dacã plãteºti o taxã de Yang. | Dacã nu ai Yang suficient in contul tãu, nu poþi alege un obiect nou. | Cutia nu poate fi resetatã sau inchisã odatã ce a fost deschisã."	
72735	"Dublu click pentru deschidere. Acum ai douã opþiuni: | 1. Apasã pe Acceptã Obiect pentru a primi obiectul vãzut. | 2. Foloseºte ªansã Obiect Nou pentru un alt obiect aleatoriu. | Poþi avea panã la 15 incercãri dacã plãteºti o taxã de Yang. | Dacã nu ai Yang suficient in contul tãu, nu poþi alege un obiect nou. | Cutia nu poate fi resetatã sau inchisã odatã ce a fost deschisã."	
72737	"Dublu click pentru deschidere. Acum ai douã opþiuni: | 1. Apasã pe Acceptã Obiect pentru a primi obiectul vãzut. | 2. Foloseºte ªansã Obiect Nou pentru un alt obiect aleatoriu. | Poþi avea panã la 15 incercãri dacã plãteºti o taxã de Yang. | Dacã nu ai Yang suficient in contul tãu, nu poþi alege un obiect nou. | Cutia nu poate fi resetatã sau inchisã odatã ce a fost deschisã. | Dacã vei inchide jocul, vei primi obiectul afiºat."	
72738	"Conþine diferite recompense, ocazional ºi Vouchere MD."	
73001	Frizurã modernã care oferã un aspect specific.	
73002	Frizurã modernã care oferã un aspect specific.	
73003	Frizurã modernã care oferã un aspect specific.	
73004	Frizurã modernã care oferã un aspect specific.	
73005	"Pãr scurt, legat intr-un batic."	
73006	"Pãr scurt, legat intr-un batic."	
73007	"Pãr scurt, legat intr-un batic."	
73008	"Pãr scurt, legat intr-un batic."	
73009	Frizurã impresionantã cu pãr negru frumos.	
7300		
73010	Frizurã impresionantã cu pãr roºu frumos.	
73011	Frizurã impresionantã cu pãr maro frumos.	
73012	Frizurã impresionantã cu pãr verde frumos.	
7301		
7302		
7303		
7304		
7305		
7306		
7307		
7308		
7309		
7310	O evantai invãluit cu puterea unui dragon intunecat.	
7311	O evantai invãluit cu puterea unui dragon intunecat.	
7312	O evantai invãluit cu puterea unui dragon intunecat.	
7313	O evantai invãluit cu puterea unui dragon intunecat.	
7314	O evantai invãluit cu puterea unui dragon intunecat.	
7315	O evantai invãluit cu puterea unui dragon intunecat.	
7316	O evantai invãluit cu puterea unui dragon intunecat.	
7317	O evantai invãluit cu puterea unui dragon intunecat.	
7318	O evantai invãluit cu puterea unui dragon intunecat.	
7319	O evantai invãluit cu puterea unui dragon intunecat.	
7320	O evantai invãluit cu puterea unui dragon intunecat.	
7321	O evantai invãluit cu puterea unui dragon intunecat.	
7322	O evantai invãluit cu puterea unui dragon intunecat.	
7323	O evantai invãluit cu puterea unui dragon intunecat.	
7324	O evantai invãluit cu puterea unui dragon intunecat.	
73251	Pãr lung legat in coadã.	
73252	Par lung legat in coada.	
73253	Pãr lung legat in coadã.	
73254	Par lung strans in coada	
73255	Frizurã normalã cu pãr panã la umeri.	
73256	Frizurã normalã cu pãr panã la umeri.	
73257	Frizurã normalã cu pãr lung panã la umeri.	
73258	Frizurã normalã cu pãr panã la umeri.	
73259	Frizur ce ofera un aspect amenintator.	
7325	O evantai invãluit cu puterea unui dragon intunecat.	
73260	Frizurã scurtã ce oferã un aspect ameninþãtor.	
73261	Frizura cu par scurt ce ofera un aspect amenintator.	
73262	Frizura cu par scurt ce ofera un aspect amenintator.	
7330		
7331		
7332		
7333		
7334		
7335		
7336		
7337		
7338		
7339		
7340		
7341		
7342		
7343		
7344		
7345		
7346	Material folosit pentru Evantai ªarpe pentru ªamani. Nu se poate supradepozita.	
73501	Frizurã extravagantã cu pãr scurt.	
73502	Frizurã extravagantã cu pãr scurt.	
73503	Frizurã extravagantã cu pãr scurt.	
73504	Frizurã extravagantã cu pãr scurt.	
73505	Frizura carismatica cu par lung.	
73506	Frizurã carismaticã cu pãr lung.	
73507	Frizurã carismaticã cu pãr lung.	
73508	Frizurã carismaticã cu pãr lung.	
73509	Frizurã tradiþionalã cu coadã.	
73510	Frizurã tradiþionalã cu coadã.	
73511	Frizurã tradiþionalã cu coadã.	
73512	Frizurã tradiþionalã cu coadã.	
73751	Frizurã decentã care transmite ceva nobil.	
73752	Frizurã elegantã cu pãr prins.	
73753	Frizurã decentã care transmite ceva nobil.	
73754	Frizurã decentã care transmite ceva nobil.	
73755	Frizurã elegantã cu pãr neted.	
73756	Frizurã elegantã cu pãr neted.	
73757	Pãr neted elegantã.	
73758	Frizurã elegantã cu pãr neted.	
73759	Pãr lung purtat intr-o frizurã tradiþionalã.	
73760	Pãr lung purtat intr-o frizurã tradiþionalã.	
73761	Pãr lung purtat intr-o frizurã tradiþionalã.	
73762	Pãr lung purtat intr-o frizurã tradiþionalã.	
74001	Frizura care ofera un aspect aparte	
74002	Frizura care ofera un aspect aparte	
74003	Frizura care ofera un aspect aparte	
74004	Frizura care ofera un aspect aparte	
74005	"Par scurt, saten inchis, prins cu batic rosu"	
74006	"Par scurt, blond, prins cu batic deschis la culoare"	
74007	"Par scurt, albastru, prins cu batic"	
74008	"Par scurt, verde, prins cu batic verde"	
74009	Frizura care ofera un aspect aparte	
74010	Frizura care ofera un aspect aparte	
74011	Frizura care ofera un aspect aparte	
74012	Frizura care ofera un aspect aparte	
74013	Oferã unui bãrbat Rãzboinic un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74014	Oferã unui bãrbat Rãzboinic un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74015	Oferã unui bãrbat Rãzboinic un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74016	Oferã unui bãrbat Rãzboinic un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74017	Un fes roºu pentru bãrbaþii Rãzboinici. (duratã: 7 zile).	
74018	Panzã purtatã pe cap de bãrbaþii Rãzboinici. (duratã: 7 zile).	
74019	Turban confecþionat dintr-un material de calitate pentru bãrbaþii Rãzboinici. (duratã: 7 zile).	
74020	O mascã pentru rãzboinici in formã de dovleac. Atributele ºi durata sunt setate aleatoriu. Va inlocui frizura existentã.	
74251	"Frizura purtata de femei, parul este lung si prins in coada"	
74252	O frizura in care parul este legat intr-o coada lunga	
74253	"Par lung si albastru, strans in coada - frizura practica pentru femei"	
74254	Par lung si deschis la culoare prins intr-o coada - frizura purtata de femei	
74255	Frizura dezordonata si moderna	
74256	Frizura dezordonata si moderna	
74257	Frizura dezordonata si moderna	
74258	Frizura dezordonata si moderna	
74259	"Frizura rosie, ciufulita in stilul Ninja"	
74260	"Frizura albastra, ciufulita in stilul Ninja"	
74261	Frizura ciufulita neagra in stilul Ninja	
74262	Frizura ciufulita blonda in stilul Ninja	
74263	Oferã unei femei Ninja un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74264	Oferã unei femei Ninja un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74265	Oferã unei femei Ninja un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74266	Oferã unei femei Ninja un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74267	Un val purtat pe cap si fata de femeile Ninja facut dintr-un material valoros. (valabilitate: 7 zile).	
74268	O esarfa purtata pe cap de femeile Ninja facuta dintr-un material pretios. (valabilitate: 7 zile).	
74269	Turban pentru femeile Ninja facut dintr-un material foarte valoros. (valabilitate: 7 zile).	
74270	O mascã pentru fetele Ninja in formã de dovleac. Atributele ºi durata sunt setate aleatoriu. Va inlocui frizura existentã.	
74501	Frizura cu par scurt ce ofera un aspect militaresc	
74502	Frizura cu par scurt ce ofera un aspect militaresc	
74503	Frizura cu par scurt ce ofera un aspect militaresc	
74504	Frizurã scurtã cu aspect militãresc	
74505	Frizurã care subliniazã individualitatea unui caracter puternic	
74506	Frizurã care subliniazã individualitatea unui caracter puternic (pana la +20% daune impotriva Ninja)	
74507	Frizurã care subliniazã individualitatea unui caracter puternic	
74508	Frizurã care subliniazã individualitatea unui caracter puternic	
74509	"Coadã in stil vechi, care era un simbol al celor bogaþi"	
74510	"Coadã in stil vechi, care era un simbol al celor bogaþi"	
74511	"Coadã in stil vechi, care era un simbol al celor bogaþi"	
74512	"Coadã in stil vechi, care era un simbol al celor bogaþi"	
74513	Oferã unui bãrbat Sura un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74514	Oferã unui bãrbat Sura un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74515	Oferã unui bãrbat Sura un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74516	Oferã unui bãrbat Sura un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74517	Un fes rosu pentru barbatii Sura. (valabilitate: 7 zile).	
74518	Panza purtata pe cap de barbatii Sura. (valabilitate: 7 zile).	
74519	Turban confectionat dintr-un material de calitate pentru barbatii Sura. (valabilitate: 7 zile).	
74520	O mascã pentru Sura in formã de dovleac. Atributele ºi durata sunt setate aleatoriu. Va inlocui frizura existentã.	
74521	Frizura ce iti ofera un stil aparte.	
74522	Par scurt completat cu o bandana.	
74523	Frizura impresionanta cu un par magnific blond.	
74524	Frizura trendy cu par auriu si bandana.	
74525	Par scurt si ciufulit prins cu o bandana.	
74526	"Par lung rosu, minunat."	
74527	Coada lunga prinsa precum coada unui cal.	
74528	O frizura discreta cu o bandana albastra.	
74529	Frizura ce iti ofera un aspect impresionant.	
74530	"Par lung si rosu, prins intr-o coada bine stransa - o frizura foarte populara printre femei."	
74531	Frizura obraznica dar trendy.	
74532	Frizura cu par scurt ce iti ofera un aspect impresionant.	
74533	Frizura sport ce iti ofera un aspect militaresc.	
74534	Frizura vesela ce accentueaza un caracter aparte.	
74535	Frizura purtata pe vremuri de cei bogati.	
74536	Frizura extravaganta cu par scurt.	
74537	Frizura vesela cu par lung blond.	
74538	Frizura purtata pe vremuri de cei bogati.	
74539	Frizura eleganta cu par prins la spate.	
74540	Frizurã elegantã de ªaman.	
74541	"Par lung, aranjat in mod traditional."	
74542	Frizura eleganta prinsa cu un ac de par.	
74543	"Par drept, elegant."	
74544	"Frizura feminina, cu par lung."	
74545	"Codite decorate in stil tribal, purtate de membrii triburilor pe vremuri."	
74546	"Codite decorate in stil tribal cu motive galbene, purtate de membrii triburilor pe vremuri."	
74547	"Codite decorate in stil tribal cu motive albastre, purtate de membrii triburilor pe vremuri."	
74548	"Codite decorate in stil tribal cu motive mov, purtate de membrii triburilor pe vremuri."	
74549	"Codite decorate in stil tribal cu motive verzi, purtate de membrii triburilor pe vremuri."	
74550	"Se poarta pe cap si are decoratiuni handmade, o bijuterie traditionala pentru par."	
74551	"Se poarta pe cap si are decoratiuni handmade, o bijuterie traditionala pentru par."	
74552	"Se poarta pe cap si are decoratiuni handmade, o bijuterie traditionala pentru par."	
74553	"Se poarta pe cap si are decoratiuni handmade, o bijuterie traditionala pentru par."	
74554	"Se poarta pe cap si are decoratiuni handmade, o bijuterie traditionala pentru par."	
74555	"Se poarta pe cap si are decoratiuni orientale, o bijuterie traditionala pentru par."	
74556	"Se poarta pe cap si are decoratiuni orientale, o bijuterie traditionala pentru par."	
74557	"Se poarta pe cap si are decoratiuni orientale, o bijuterie traditionala pentru par."	
74558	"Se poarta pe cap si are decoratiuni orientale, o bijuterie traditionala pentru par."	
74559	"Se poarta pe cap si are decoratiuni orientale, o bijuterie traditionala pentru par."	
74751	"Frizurã elegantã, decoratã cu un ac de pãr in formã de fluture"	
74752	"Frizurã elegantã, decoratã cu un ac de pãr in formã de fluture"	
74753	"Frizurã elegantã, decoratã cu un ac de pãr in formã de fluture"	
74754	"Frizurã elegantã, decoratã cu un ac de pãr in formã de fluture"	
74755	Frizurã elegantã de ªaman	
74756	Frizurã elegantã de ªaman	
74757	Frizurã elegantã de ªaman	
74758	Frizurã elegantã de ªaman	
74759	"Frizurã femininã cu pãr lung, tuns in trepte"	
74760	"Frizurã femininã cu pãr lung, tuns in trepte"	
74761	"Frizurã femininã cu pãr lung, tuns in trepte"	
74762	"Frizurã femininã cu pãr lung, tuns in trepte"	
74763	Oferã unei femei ªaman un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74764	Oferã unei femei ªaman un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74765	Oferã unei femei ªaman un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74766	Oferã unei femei ªaman un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
74767	Un vãl purtat pe cap ºi faþã de femeile ªaman fãcut dintr-un material valoros. (duratã: 7 zile).	
74768	O eºarfã purtatã pe cap de femeile ªaman fãcutã dintr-un material preþios. (duratã: 7 zile).	
74769	Turban pentru femeile ªaman fãcut dintr-un material foarte valoros. (duratã: 7 zile).	
74770	O mascã pentru fetele ªaman in formã de dovleac. Atributele ºi durata sunt setate aleatoriu. Va inlocui frizura existentã.	
75001	"Frizurã modernã, roºcatã, cu banderolã."	
75002	"Frizurã modernã, blondã, cu banderolã."	
75003	"Frizurã modernã, pãr albastru, cu banderolã."	
75004	"Frizurã modernã, pãr maro, cu banderolã."	
75005	"Tuns scurt, pãr ciufulit legat cu un batic"	
75006	"Tuns scurt, pãr ciufulit legat cu un batic"	
75007	"Pãr scurt, ciufulit, legat cu un batic"	
75008	"Pãr scurt, ciufulit, legat cu un batic"	
75009	"Pãr negru, splendid"	
75010	"Pãr roºu, splendid"	
75011	"Pãr ºaten, minunat"	
75012	"Pãr verde, splendid"	
75013	Oferã unei femei Rãzboinic un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75014	Oferã unei femei Rãzboinic un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75015	Oferã unei femei Rãzboinic un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75016	Oferã unei femei Rãzboinic un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75017	Un vãl purtat pe cap ºi faþã de femeile Rãzboinice facut dintr-un material valoros. (duratã: 7 zile).	
75018	O eºarfã purtatã pe cap de femeile Rãzboinic facutã dintr-un material preþios. (duratã: 7 zile).	
75019	Turban confecþionat dintr-un material de calitate pentru femeile Rãzboinic. (duratã: 7 zile).	
75020	O mascã pentru fetele Rãzboinic in formã de dovleac. Atributele ºi durata sunt setate aleatoriu. Va inlocui frizura existentã.	
75201	"Par drept saten inchis, prins in coada"	
75202	Frizura cu par prins in coada lunga si frumoasa	
75203	Frizura cu par prins in coada lunga si frumoasa	
75204	Frizura cu par grizonat prins in coada lunga si frumoasa	
75205	Frizura aranjata cu un batic alb	
75206	Frizura aranjata cu un batic verde	
75207	Frizura aranjata cu un batic deschis la culoare	
75208	Frizura aranjata cu un batic rosu	
75209	Frizura cu aspect sinistru	
75210	Frizura cu aspect sinistru	
75211	Frizura cu aspect sinistru	
75212	Frizura cu aspect sinistru	
75213	Oferã unui bãrbat Ninja un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75214	Oferã unui bãrbat Ninja un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75215	Oferã unui bãrbat Ninja un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75216	Oferã unui bãrbat Ninja un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75217	Un fes rosu pentru barbatii Ninja. (valabilitate: 7 zile).	
75218	Panza purtata pe cap de barbatii Ninja. Protejeaza impotriva furtunilor de nisip. (valabilitate: 7 zile).	
75219	Turban confectionat dintr-un material de calitate pentru barbatii Ninja.  +(valabilitate: 7 zile).	
75220	O mascã pentru Ninja in formã de dovleac. Atributele ºi durata sunt setate aleatoriu. Va inlocui frizura existentã.	
75401	"Frizurã extravagantã, specificã femeilor sura"	
75402	"Frizurã extravagantã, specificã femeilor sura"	
75403	"Frizurã extravagantã, specificã femeilor sura"	
75404	"Frizurã extravagantã, specificã femeilor sura"	
75405	"Pãr lung, alb-ca-zãpada, ce te face sã pari infumurat"	
75406	"Pãr lung, negru, ce te face sã pari infumurat"	
75407	"Pãr lung, negru, ce te face sã pari infumurat"	
75408	"Pãr lung, violet ce te face sã pari infumurat"	
75409	Coadã.	
75410	Coadã.	
75411	Coadã.	
75412	Coadã.	
75413	Oferã unei femei Sura un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75414	Oferã unei femei Sura un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75415	Oferã unei femei Sura un bonus de PV de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75416	Oferã unei femei Sura un bonus de PM de 1%. inlocuieºte coafura existentã (duratã: 7 zile).	
75417	Un val purtat pe cap si fata de femeile Sura facut dintr-un material valoros.  (valabilitate: 7 zile).	
75418	O esarfa purtata pe cap de femeile Sura facuta dintr-un material pretios. (valabilitate: 7 zile).	
75419	Turban confectionat dintr-un material de calitate pentru femeile Sura. (valabilitate: 7 zile).	
75420	O mascã pentru fetele Sura in formã de dovleac. Atributele ºi durata sunt setate aleatoriu. Va inlocui frizura existentã.	
75601	"Frizurã modernã, care oferã ªamanului o expresie nobilã."	
75602	"Frizurã modernã, care oferã ªamanului o expresie nobilã."	
75603	"Frizurã modernã, care oferã ªamanului o expresie nobilã."	
75604	"Frizurã modernã, care oferã ªamanului o expresie nobilã."	
75605	"Pãr drept, ºaten"	
75606	"Pãr drept, negru"	
75607	"Pãr drept, blond"	
75608	"Pãr drept, violet"	
75609	Frizurã veche de rãzboinic. Pãrul ºaten e legat in coadã.	
75610	Frizurã veche de rãzboinic. Pãrul blond e legat in coadã.	
75611	Frizurã veche de rãzboinic. Pãrul violet e legat in coadã.	
75612	Frizurã veche de rãzboinic. Pãrul roºu e legat in coadã.	
