ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
71013	Artificii	ITEM_USE	USE_SPECIAL	1	123264	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71014	Licoarea Atacului+10	ITEM_USE	USE_AFFECT	1	123264	8212	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	7	10	1800	0	0	0	0	0
71015	Inelul Experientei	ITEM_USE	USE_AFFECT	1	123264	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	66	50	1800	0	0	0	0	0
71016	Manusile Talharului	ITEM_USE	USE_AFFECT	1	0	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	67	50	3600	0	0	0	0	0
71017	Medalia norocului	ITEM_USE	USE_AFFECT	1	123264	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	68	50	1800	0	0	0	0	0
71018	Binecuvantarea Vietii	ITEM_USE	USE_POTION_NODELAY	1	123264	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
71019	Binecuvantarea Magiei	ITEM_USE	USE_POTION_NODELAY	1	123264	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
71020	Binecuvantarea Dragon	ITEM_USE	USE_POTION_NODELAY	1	123264	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0	0	0
71021	Pergamentul Razboiului	ITEM_USE	USE_TUNING	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
71022	Revenirea inteligentei	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71023	Revenirea vitalitatii	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71024	Revenirea puterii	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71025	Piatra Fierarului	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71026	Minereu Magic de Fier	ITEM_SPECIAL	SPECIAL_MAP	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71027	Viata Zeului Dragon	ITEM_USE	USE_AFFECT	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	69	20	1800	0	0	0	0	0
71028	Atacul Zeului Dragon	ITEM_USE	USE_AFFECT	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	86	20	1800	0	0	0	0	0
71029	Inteligenta Zeul Dragon	ITEM_USE	USE_AFFECT	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	70	20	1800	0	0	0	0	0
71030	Apararea Zeului Dragon	ITEM_USE	USE_AFFECT	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	65	20	1800	0	0	0	0	0
71031	Sustinerea Zeului Dragon	ITEM_USE	USE_SPECIAL	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71032	Pergamentul Dragonului	ITEM_USE	USE_TUNING	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
71033	Masca Emotiei	ITEM_UNIQUE	UNIQUE_NONE	1	123264	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1296000	0	1	0	0	0	0	0	0
71034	Licoarea Atacului+15	ITEM_USE	USE_AFFECT	1	123264	8212	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	7	15	1800	0	0	0	0	0
71035	Elixirul Explorarii	ITEM_USE	USE_SPECIAL	1	256	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71036	Pergamentul orcului-sef	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71037	Pergamentul comandantulu	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71038	Perga. regele paianjen	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71039	Pergamentul testoasei	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71040	Pergamentul reg. focului	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71041	Pergamentul-9-cozi	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71042	Pergamentul reg. demon	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71043	Pergament Spiritul Tigru	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71044	Lovitura Critica	ITEM_USE	USE_AFFECT	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	15	20	1800	0	0	0	0	0
71045	Lovitura Patrunzatoare	ITEM_USE	USE_AFFECT	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	16	20	1800	0	0	0	0	0
71047	Tinct. Piatra Spiritului	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71048	Vraja schimbarii	ITEM_QUEST	0	1	256	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71049	Manunchi de matase	ITEM_UNIQUE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864000	0	1	0	0	0	0	0	0
71050	Licoarea Vitezei	ITEM_USE	USE_ABILITY_UP	1	123264	20	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1800	60	0	0	0	0	0	0
71054	Tinctura regatelor	ITEM_QUEST	0	1	256	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71055	Tinctura numelui	ITEM_QUEST	0	1	256	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71056	Tinctura cerului	ITEM_UNIQUE	UNIQUE_NONE	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432000	0	1	0	0	0	0	0	0
71057	Piatra lemnului fosila	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71058	Piatra cuprului	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71059	Piatra argintului	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71060	Piatra aurului	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71061	Piatra de Jad	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71062	Piatra ebonitei	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71063	Piatra de Scoici	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71064	Piatra aurului alb	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71065	Piatra cristalului	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71066	Piatra cuartului	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71067	Piatra lacrima cerului	ITEM_GIFTBOX	0	1	123264	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71068	Pana Indragostitilor	ITEM_USE	USE_SPECIAL	1	33024	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
71069	Cerceii Armoniei	ITEM_UNIQUE	UNIQUE_NONE	1	33024	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
71070	Bratara Iubirii	ITEM_UNIQUE	UNIQUE_NONE	1	33024	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
71071	Cerceii Iubirii	ITEM_UNIQUE	UNIQUE_NONE	1	33024	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
71072	Bratara armoniei	ITEM_UNIQUE	UNIQUE_NONE	1	33024	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
71073	Colierul Iubirii	ITEM_UNIQUE	UNIQUE_NONE	1	33024	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
71074	Colierul Armoniei	ITEM_UNIQUE	UNIQUE_NONE	1	33024	8192	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
71075	Vopsea de par(alb)	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71076	Vopsea de par(blond)	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71077	Vopsea de par(rosu)	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71078	Vopsea de par (maro)	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71079	Vopsea de par(negru)	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71080	Fragmentul Teroarei	ITEM_QUEST	0	1	90496	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71081	Farama Umbrelor	ITEM_QUEST	0	1	90496	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71082	Geoda Haosului	ITEM_QUEST	0	1	90496	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71083	Cartea Pietrelor	ITEM_USE	USE_CLEAN_SOCKET	1	0	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71084	Vrajeste Obiectul	ITEM_USE	USE_CHANGE_ATTRIBUTE	1	256	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71085	Imbunatatirea Obiectului	ITEM_USE	USE_ADD_ATTRIBUTE	1	256	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71086	Misiune lvl up (20~29)	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71087	Misiune lvl up (30~39)	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71088	Cartea misiunii (usor)	ITEM_QUEST	0	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71089	Cartea misiunii (normal)	ITEM_QUEST	0	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71090	Cartea misiunii (greu)	ITEM_QUEST	0	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71091	Tinctura negotului	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
71092	Cartea transformarii	ITEM_USE	USE_SPECIAL	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71093	Globul transformarii	ITEM_POLYMORPH	0	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71094	Citit Concentrat	ITEM_USE	USE_AFFECT	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	536870911	0	0	0	0	0
71095	Permis de Trecere	ITEM_MATERIAL	MATERIAL_LEATHER	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71096	Tabla de trecere	ITEM_UNIQUE	UNIQUE_NONE	1	123264	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2592000	0	1	0	0	0	0	0	0
71099	Inelul Urmasului	ITEM_QUEST	0	1	49408	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71100	Pergam. Reset Invatatura	ITEM_QUEST	0	1	49536	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71101	Licoarea Grabei	ITEM_USE	USE_AFFECT	1	16640	8212	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	9	20	1800	0	0	0	0	0
71102	NoNAme	ITEM_USE	USE_AFFECT	1	49536	8212	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	9	30	1800	0	0	0	0	0
71103	Redistribuire (VIT)	ITEM_QUEST	0	1	0	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71104	Redistribuire (INT)	ITEM_QUEST	0	1	0	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71105	Redistribuire (STR)	ITEM_QUEST	0	1	0	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71106	Redistribuire (DEX)	ITEM_QUEST	0	1	0	8192	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71107	Fructul Vietii	ITEM_USE	USE_SPECIAL	1	90496	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	8	0	0	0	0	0	0	0
71108	Suc de Rodie	ITEM_USE	USE_POTION_NODELAY	1	49536	20	NONE	NONE	500	250	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0	0	0
71109	Pergamentul Corectarii	ITEM_USE	USE_SPECIAL	1	1139072	24580	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71110	Zaharul Armasarului	ITEM_SPECIAL	SPECIAL_MAP	1	123264	4	NONE	NONE	500	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71113	Sticla Cunoasterii	ITEM_SPECIAL	SPECIAL_MAP	1	90496	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71114	Mistret Salbatic (galb)	ITEM_GIFTBOX	0	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
71115	Mistret Salbatic (bleu)	ITEM_COSTUME	COSTUME_MOUNT	1	NONE	9216	NONE	NONE	0	0	0	0	0	1	75	0	0	118	20110	54	100	66	10	120	0	0	0	20110	0	0	0	0
71116	Lup (galben)	ITEM_GIFTBOX	0	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
71117	Lup (albastru)	ITEM_COSTUME	COSTUME_MOUNT	1	NONE	9216	NONE	NONE	0	0	0	0	0	1	80	0	0	118	20111	54	150	66	10	120	0	0	0	20111	0	0	0	0
71118	Tigru (galben)	ITEM_GIFTBOX	0	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
71119	Tigru (albastru)	ITEM_COSTUME	COSTUME_MOUNT	1	NONE	9216	NONE	NONE	0	0	0	0	0	1	80	0	0	118	20112	54	200	66	10	120	0	0	0	20112	0	0	0	0
71120	Leu (galben)	ITEM_GIFTBOX	0	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
71121	Leu (albastru)	ITEM_COSTUME	COSTUME_MOUNT	1	NONE	9216	NONE	NONE	0	0	0	0	0	1	80	0	0	118	20113	53	300	66	10	120	0	0	0	20113	0	0	0	0
71122	NoNAme	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71123	Balanta Dragonului	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71124	Leul Alb al Ashigaru	ITEM_COSTUME	COSTUME_MOUNT	1	221568	8192	NONE	NONE	0	0	0	0	0	7	2592000	0	0	118	20114	63	5	1	1000	2400	0	0	0	20114	0	0	0	0
71125	Mistret Salbatic Lupta	ITEM_COSTUME	COSTUME_MOUNT	1	33024	9216	NONE	NONE	0	0	0	0	0	1	20	0	0	118	20115	63	20	0	0	28800	0	0	0	20115	0	0	0	0
71126	Lup de Lupta	ITEM_COSTUME	COSTUME_MOUNT	1	33024	9216	NONE	NONE	0	0	0	0	0	1	20	0	0	118	20116	15	10	0	0	28800	0	0	0	20116	0	0	0	0
71127	Tigrul Furtunii	ITEM_COSTUME	COSTUME_MOUNT	1	90496	9216	NONE	NONE	0	0	0	0	0	1	20	0	0	118	20117	15	10	0	0	28800	0	0	0	20117	0	0	0	0
71128	Leul Samuraiului	ITEM_COSTUME	COSTUME_MOUNT	1	256	8192	NONE	NONE	0	0	0	0	0	7	604800	0	0	118	20118	1	2000	63	10	28800	0	0	0	20118	0	0	0	0
71129	Ghearele Dragonului	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71130	Permis de Trecere	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71131	Cal Negru	ITEM_COSTUME	COSTUME_MOUNT	1	123264	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20119	8	60	0	0	10080	0	0	0	20119	0	0	0	0
71132	Cal Negru	ITEM_COSTUME	COSTUME_MOUNT	1	123264	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20119	8	60	0	0	21600	0	0	0	20119	0	0	0	0
71133	Cal Negru	ITEM_COSTUME	COSTUME_MOUNT	1	123264	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20119	8	60	0	0	43200	0	0	0	20119	0	0	0	0
71134	Cal Negru	ITEM_COSTUME	COSTUME_MOUNT	1	123264	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20119	8	60	0	0	86400	0	0	0	20119	0	0	0	0
71135	Inel Semiluna	ITEM_UNIQUE	UNIQUE_NONE	1	256	8192	128	NONE	0	0	0	0	0	7	864000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71136	Acadea Poznasa	ITEM_UNIQUE	UNIQUE_NONE	1	256	8192	128	NONE	0	0	0	0	0	7	2592000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71137	Tigru Regal (albastru)	ITEM_COSTUME	COSTUME_MOUNT	1	33024	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20120	66	30	0	0	28800	0	0	0	20120	0	0	0	0
71138	Tigru Regal (rosu)	ITEM_COSTUME	COSTUME_MOUNT	1	33024	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20121	63	20	0	0	28800	0	0	0	20121	0	0	0	0
71139	Tigru Regal (aur)	ITEM_COSTUME	COSTUME_MOUNT	1	33024	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20122	66	30	0	0	28800	0	0	0	20122	0	0	0	0
71140	Tigru Regal (verde)	ITEM_COSTUME	COSTUME_MOUNT	1	33024	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20123	66	30	0	0	28800	0	0	0	20123	0	0	0	0
71141	Tigru Regal (gri)	ITEM_COSTUME	COSTUME_MOUNT	1	33024	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20124	66	30	0	0	28800	0	0	0	20124	0	0	0	0
71142	Tigru Regal (alb)	ITEM_COSTUME	COSTUME_MOUNT	1	33024	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20125	66	30	0	0	28800	0	0	0	20125	0	0	0	0
71143	Inelul Bucuriei	ITEM_UNIQUE	UNIQUE_NONE	1	256	8192	128	NONE	0	0	0	0	0	7	864000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71144	Cufar de Craciun	ITEM_QUEST	0	1	254336	NONE	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71145	Amuleta Dragostei Eterne	ITEM_UNIQUE	UNIQUE_NONE	1	49408	8192	128	NONE	0	0	0	0	0	7	604800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71146	Cutia lui Cupidon(roz)	ITEM_QUEST	0	1	123264	NONE	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71147	Cutia lui Cupidon(bleu)	ITEM_QUEST	0	1	123264	NONE	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71148	Inel Vointa Puternica	ITEM_UNIQUE	UNIQUE_NONE	1	256	8192	128	NONE	0	0	0	0	0	7	604800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71149	Inel Putere Mortala	ITEM_UNIQUE	UNIQUE_NONE	1	256	8192	128	NONE	0	0	0	0	0	7	604800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71150	Ou Magic	ITEM_USE	USE_SPECIAL	1	237952	NONE	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71151	Magie Verde	ITEM_USE	USE_CHANGE_ATTRIBUTE	1	0	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71152	Putere Verde	ITEM_USE	USE_ADD_ATTRIBUTE	1	0	8196	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71153	Licoarea Intelepciunii	ITEM_USE	USE_AFFECT	1	256	8448	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	66	100	3600	0	0	0	0	0
71154	Licoarea Cresterii (3h)	ITEM_USE	USE_AFFECT	1	221312	20	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	66	80	10800	0	0	0	0	0
71155	Lic. Intelepciunii (1h)	ITEM_USE	USE_AFFECT	1	221312	20	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	66	100	3600	0	0	0	0	0
71156	Licoarea Spiritului (3h)	ITEM_USE	USE_AFFECT	1	221312	20	128	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	66	150	10800	0	0	0	0	0
71157	NoNAme	ITEM_BLEND	0	1	NONE	20	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71158	Medalia Eroilor	ITEM_UNIQUE	UNIQUE_NONE	1	49408	8192	128	NONE	0	0	0	0	0	7	604800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71159	Cufar Perle	ITEM_GIFTBOX	0	1	0	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
71160	Cufarul Athenei	ITEM_GIFTBOX	0	1	254338	4	NONE	NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
71161	Sleipnir Porphyreus	ITEM_COSTUME	COSTUME_MOUNT	1	123264	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20219	8	60	0	0	43200	0	0	0	20219	0	0	0	0
71164	Comet	ITEM_COSTUME	COSTUME_MOUNT	1	123264	9216	NONE	NONE	0	0	0	0	0	0	0	0	0	118	20220	8	60	0	0	180	0	0	0	20220	0	0	0	0
